,city,state,gender,employment,owns_coffee_machine,owns_car,month,year,year_dob,beverage_preference,bought_coffee
18552,Naperville,IL,female,retired,no,True,2,2019,1985,coffee,False
18553,Palatine,IL,female,full-time,no,True,4,2019,1986,coffee,False
18554,Bolingbrook,IL,female,unempolyed,yes,True,6,2019,1985,coffee,False
18555,Oswego,IL,female,full-time,yes,True,6,2019,1988,coffee,False
18556,Aurora,IL,male,student,yes,True,1,2019,1991,coffee,False
18557,Barrington,IL,male,retired,i don't know,True,3,2019,1990,coffee,False
18558,West Chicago,IL,female,unempolyed,no,True,1,2019,1994,coffee,False
18559,Warrenville,IL,male,retired,yes,False,7,2018,1985,beer,False
18560,Glen Ellyn,IL,female,student,yes,True,2,2019,1989,coffee,False
18561,St. Charles,IL,male,unempolyed,no,True,11,2019,1987,soda,False
18562,Streamwood,IL,male,part-time,yes,False,11,2018,1978,coffee,False
18563,Barrington,IL,male,full-time,yes,True,1,2018,1974,beer,False
18564,Algonquin,IL,female,unempolyed,yes,True,9,2019,1989,tea,False
18565,West Chicago,IL,female,full-time,yes,True,8,2019,1993,tea,False
18566,Chicago,IL,female,part-time,yes,False,3,2018,1976,wine,False
18567,Schaumburg,IL,male,retired,yes,True,8,2019,1983,beer,False
18568,Deer Park,IL,female,part-time,yes,False,7,2018,1973,tea,False
18569,Batavia,IL,female,part-time,yes,True,7,2018,1980,coffee,False
18571,Willowbrook,IL,male,full-time,no,True,8,2018,1976,coffee,False
18572,Algonquin,IL,male,part-time,i don't know,True,9,2018,1978,beer,False
18573,Carol Stream,IL,female,full-time,yes,True,1,2018,1967,wine,False
18574,Elgin,IL,male,full-time,no,True,7,2019,1986,beer,False
18575,Batavia,IL,female,student,yes,True,6,2019,1990,tea,False
18576,Romeoville,IL,female,retired,i don't know,True,4,2018,1982,coffee,False
18577,Hoffman Estates,IL,female,full-time,no,True,9,2018,1988,wine,False
18578,Bolingbrook,IL,male,full-time,yes,True,3,2018,1981,tea,False
18579,Aurora,IL,female,unempolyed,yes,True,6,2018,1983,tea,False
18580,Romeoville,IL,female,full-time,yes,True,6,2019,1977,coffee,False
18581,Wheaton,IL,female,unempolyed,no,True,11,2019,1990,coffee,False
18582,West Dundee,IL,male,part-time,yes,True,4,2019,1989,beer,False
18583,Aurora,IL,male,full-time,yes,True,6,2018,1980,beer,False
18584,Streamwood,IL,male,full-time,no,True,1,2019,1986,tea,False
18585,Oswego,IL,male,retired,no,True,8,2018,1980,beer,False
18586,Aurora,IL,female,student,yes,True,3,2019,1988,wine,False
18587,Romeoville,IL,female,full-time,yes,True,1,2018,1980,coffee,False
18588,Willowbrook,IL,male,full-time,yes,False,6,2018,1973,coffee,False
18589,Romeoville,IL,female,part-time,yes,False,5,2018,1972,wine,False
18590,Willowbrook,IL,male,full-time,yes,True,3,2018,1977,coffee,False
18591,Barrington,IL,female,full-time,yes,True,5,2019,1982,coffee,False
18592,Schaumburg,IL,female,part-time,yes,True,6,2019,1989,coffee,False
18593,West Chicago,IL,male,full-time,no,True,4,2018,1984,coffee,False
18594,Minooka,IL,male,part-time,yes,True,2,2018,1981,beer,False
18595,Schaumburg,IL,male,part-time,no,True,8,2019,1996,coffee,False
18596,Naperville,IL,female,unempolyed,yes,True,11,2018,1977,coffee,False
18597,Schaumburg,IL,female,unempolyed,yes,True,11,2019,1988,coffee,False
18598,Barrington,IL,male,part-time,yes,True,10,2018,1982,tea,False
18599,Palatine,IL,male,full-time,no,True,11,2018,1974,tea,False
18600,Willowbrook,IL,male,unempolyed,yes,True,6,2019,1995,beer,False
18601,Carol Stream,IL,male,full-time,yes,True,10,2018,1983,coffee,False
18602,Wheaton,IL,female,full-time,no,False,9,2019,1997,coffee,False
18603,Streamwood,IL,female,full-time,yes,True,10,2018,1982,coffee,True
18604,Oswego,IL,male,retired,yes,False,7,2019,1989,tea,False
18605,Streamwood,IL,male,unempolyed,yes,True,8,2018,1974,soda,False
18606,Naperville,IL,male,part-time,no,True,2,2018,1969,tea,False
18607,Mokena,IL,male,student,yes,True,2,2019,1980,soda,False
18608,Palatine,IL,female,part-time,yes,True,6,2018,1978,tea,False
18609,Romeoville,IL,male,full-time,no,True,10,2019,1984,coffee,False
18610,Mokena,IL,female,full-time,yes,True,4,2018,1983,wine,False
18611,Oswego,IL,male,full-time,yes,True,4,2019,1988,soda,False
18612,Minooka,IL,female,full-time,no,True,3,2019,1987,coffee,False
18613,West Chicago,IL,female,full-time,no,True,6,2018,1979,coffee,False
18614,Barrington,IL,female,full-time,no,True,5,2019,1986,tea,False
18615,Aurora,IL,male,unempolyed,no,True,7,2019,1997,coffee,False
18616,Wheaton,IL,female,full-time,no,True,4,2019,1995,coffee,False
18617,Palatine,IL,male,unempolyed,yes,True,9,2019,1988,coffee,False
18618,Streamwood,IL,male,full-time,i don't know,True,9,2019,1989,coffee,False
18619,Naperville,IL,female,full-time,yes,True,8,2018,1983,wine,True
18620,Glen Ellyn,IL,female,unempolyed,no,True,3,2019,1985,coffee,False
18621,Schaumburg,IL,male,student,no,True,10,2019,1993,coffee,False
18622,West Dundee,IL,female,full-time,yes,False,3,2018,1985,soda,False
18623,Hoffman Estates,IL,female,unempolyed,no,True,5,2018,1977,coffee,False
18624,Schaumburg,IL,male,retired,yes,True,12,2018,1973,coffee,False
18625,Wheaton,IL,male,full-time,yes,True,12,2018,1980,coffee,False
18627,West Chicago,IL,male,full-time,yes,True,4,2018,1980,tea,False
18628,Minooka,IL,male,full-time,yes,False,2,2019,1987,coffee,False
18629,Barrington,IL,male,part-time,no,True,4,2018,1975,beer,False
18630,Algonquin,IL,male,full-time,no,True,7,2018,1972,beer,False
18631,Batavia,IL,female,full-time,yes,True,9,2019,1985,coffee,False
18632,Algonquin,IL,female,full-time,yes,True,1,2018,1981,tea,False
18633,Bolingbrook,IL,male,full-time,yes,True,11,2018,1980,coffee,False
18634,Oswego,IL,male,unempolyed,yes,True,1,2019,1987,coffee,False
18635,West Chicago,IL,male,student,yes,True,6,2018,1988,soda,False
18636,Chicago,IL,male,student,yes,False,8,2019,1986,soda,False
18637,Oswego,IL,male,full-time,yes,True,10,2019,1988,soda,False
18638,Bolingbrook,IL,female,part-time,yes,True,5,2019,1986,coffee,False
18639,Romeoville,IL,female,retired,i don't know,True,4,2018,1977,tea,False
18640,Plainfield,IL,male,full-time,yes,True,3,2019,1987,tea,False
18641,West Dundee,IL,female,part-time,yes,True,1,2018,1984,coffee,False
18642,Wheaton,IL,female,part-time,no,True,5,2018,1974,wine,False
18643,Chicago,IL,male,full-time,yes,True,9,2018,1982,coffee,False
18644,Glen Ellyn,IL,female,full-time,no,True,11,2019,1981,tea,False
18645,Glen Ellyn,IL,male,unempolyed,yes,True,5,2019,1993,coffee,False
18646,St. Charles,IL,female,full-time,no,True,2,2018,1982,wine,False
18647,Romeoville,IL,male,full-time,yes,False,3,2018,1978,beer,False
18648,Plainfield,IL,female,part-time,yes,True,6,2018,1981,wine,False
18649,Willowbrook,IL,male,student,yes,True,3,2018,1983,beer,False
18650,Elgin,IL,female,full-time,yes,True,4,2018,1974,coffee,False
18651,West Dundee,IL,female,unempolyed,no,True,4,2019,1989,coffee,False
18652,Chicago,IL,female,unempolyed,yes,False,6,2019,1985,tea,False
18653,Chicago,IL,female,student,yes,False,9,2019,1991,tea,False
18654,Oswego,IL,female,part-time,no,True,3,2018,1978,tea,False
18655,West Chicago,IL,male,full-time,no,False,5,2019,1989,coffee,False
18656,Warrenville,IL,male,full-time,no,True,7,2019,1986,beer,False
18657,Chicago,IL,male,student,no,False,4,2019,1989,coffee,False
18658,Batavia,IL,female,full-time,yes,True,11,2019,1987,coffee,True
18659,Aurora,IL,male,student,no,True,4,2019,1994,beer,False
18660,Schaumburg,IL,female,unempolyed,yes,True,5,2018,1971,coffee,False
18661,Minooka,IL,male,student,yes,False,7,2019,1992,coffee,False
18662,Inverness,IL,female,full-time,no,True,6,2018,1980,coffee,False
18663,Glen Ellyn,IL,female,unempolyed,yes,True,3,2019,1995,tea,False
18664,Elgin,IL,female,part-time,yes,True,7,2018,1966,coffee,False
18665,Streamwood,IL,male,full-time,yes,True,1,2019,1993,beer,False
18666,Naperville,IL,male,part-time,yes,True,12,2019,1992,coffee,False
18667,Romeoville,IL,female,part-time,no,True,3,2019,1991,coffee,False
18668,Wheaton,IL,female,retired,yes,True,9,2018,1969,coffee,False
18669,Romeoville,IL,male,unempolyed,yes,True,1,2019,1987,coffee,False
18670,West Chicago,IL,female,unempolyed,yes,True,3,2019,1992,wine,False
18671,West Dundee,IL,female,full-time,no,True,1,2018,1971,wine,False
18672,Plainfield,IL,male,full-time,yes,False,5,2019,1985,coffee,False
18673,West Chicago,IL,female,unempolyed,yes,True,10,2019,1985,wine,False
18674,Warrenville,IL,female,full-time,yes,True,4,2018,1975,wine,False
18676,Romeoville,IL,female,retired,no,False,3,2018,1978,coffee,False
18677,Willowbrook,IL,male,full-time,yes,True,8,2018,1975,coffee,False
18678,Warrenville,IL,male,unempolyed,yes,True,9,2018,1977,coffee,False
18679,Schaumburg,IL,male,part-time,yes,True,7,2019,1992,coffee,False
18680,Hoffman Estates,IL,male,full-time,no,True,11,2018,1982,beer,False
18681,Barrington,IL,male,full-time,yes,True,11,2019,1983,soda,False
18682,Mokena,IL,male,full-time,yes,True,10,2018,1975,coffee,False
18683,Glen Ellyn,IL,female,retired,yes,True,6,2019,1990,coffee,False
18684,Streamwood,IL,male,full-time,i don't know,True,10,2018,1984,beer,False
18685,Minooka,IL,female,part-time,yes,True,4,2018,1976,wine,False
18686,Streamwood,IL,male,full-time,no,True,2,2018,1975,tea,False
18687,Warrenville,IL,female,student,no,True,12,2019,1996,coffee,False
18688,Oswego,IL,male,full-time,yes,True,6,2019,1992,coffee,False
18689,Willowbrook,IL,female,unempolyed,yes,True,2,2018,1974,coffee,False
18690,Wheaton,IL,female,unempolyed,yes,True,2,2019,1991,tea,False
18691,Glen Ellyn,IL,female,retired,yes,True,12,2019,1992,soda,False
18692,Glen Ellyn,IL,female,full-time,yes,False,12,2019,1993,tea,False
18693,Barrington,IL,male,unempolyed,yes,True,3,2019,1989,soda,False
18694,Aurora,IL,female,full-time,yes,False,1,2019,1991,coffee,False
18695,Aurora,IL,female,unempolyed,yes,True,3,2019,1988,tea,False
18696,Warrenville,IL,female,full-time,yes,True,4,2018,1979,coffee,False
18697,Oswego,IL,female,full-time,no,True,3,2018,1979,soda,False
18698,Aurora,IL,female,full-time,yes,True,8,2018,1981,wine,False
18699,Carol Stream,IL,female,full-time,i don't know,True,1,2018,1982,coffee,False
18700,Wheaton,IL,female,full-time,yes,True,10,2018,1974,tea,False
18701,Glen Ellyn,IL,female,student,yes,True,9,2019,1991,coffee,False
18702,Aurora,IL,female,part-time,yes,True,10,2019,1988,tea,False
18703,Elgin,IL,female,full-time,no,True,2,2018,1976,coffee,False
18704,Wheaton,IL,male,student,yes,True,11,2019,1989,coffee,False
18705,Inverness,IL,female,student,no,False,8,2019,1990,coffee,False
18706,Bolingbrook,IL,female,unempolyed,yes,True,11,2018,1977,coffee,False
18707,Naperville,IL,male,full-time,yes,True,3,2019,1984,beer,False
18708,Romeoville,IL,female,full-time,no,True,5,2018,1980,coffee,False
18709,Plainfield,IL,female,full-time,yes,True,5,2018,1978,coffee,False
18710,Plainfield,IL,female,unempolyed,no,False,10,2019,1997,tea,False
18711,Willowbrook,IL,male,part-time,yes,True,10,2018,1979,soda,False
18712,Deer Park,IL,male,unempolyed,yes,True,7,2019,1992,beer,False
18713,Elgin,IL,female,part-time,yes,True,6,2019,1991,wine,False
18714,Streamwood,IL,female,full-time,yes,False,2,2019,1983,coffee,False
18715,Schaumburg,IL,male,full-time,yes,False,10,2019,1987,coffee,False
18717,Mokena,IL,female,unempolyed,i don't know,True,5,2019,1994,tea,False
18718,Streamwood,IL,female,part-time,no,True,2,2018,1972,soda,False
18719,Barrington,IL,male,full-time,yes,True,3,2019,1989,coffee,False
18720,Algonquin,IL,male,unempolyed,no,True,5,2019,1987,coffee,False
18721,Bolingbrook,IL,male,full-time,yes,True,5,2019,1990,beer,False
18722,Glen Ellyn,IL,female,part-time,no,True,11,2019,1988,coffee,False
18723,Algonquin,IL,female,unempolyed,no,False,5,2019,1987,coffee,False
18724,Glen Ellyn,IL,female,full-time,yes,True,5,2019,1991,coffee,False
18725,West Dundee,IL,female,full-time,yes,False,11,2019,1992,coffee,False
18726,Willowbrook,IL,male,full-time,no,False,4,2018,1987,coffee,False
18727,Chicago,IL,female,unempolyed,no,False,12,2018,1970,wine,False
18728,Streamwood,IL,female,full-time,yes,True,5,2019,1987,tea,False
18729,West Chicago,IL,female,unempolyed,yes,True,3,2018,1973,wine,False
18730,Carol Stream,IL,male,unempolyed,yes,True,10,2018,1985,beer,False
18731,Oswego,IL,male,part-time,no,True,8,2018,1980,beer,False
18732,West Chicago,IL,male,part-time,yes,True,7,2019,1989,beer,False
18733,St. Charles,IL,male,student,no,True,7,2019,1998,coffee,False
18734,Batavia,IL,female,full-time,no,True,1,2018,1967,coffee,False
18735,West Dundee,IL,female,full-time,yes,True,3,2018,1975,coffee,False
18736,Mokena,IL,male,full-time,yes,False,10,2019,1985,soda,False
18737,Glen Ellyn,IL,female,unempolyed,no,True,8,2019,1985,tea,False
18738,Plainfield,IL,female,student,yes,True,8,2019,1993,coffee,False
18739,Barrington,IL,female,full-time,yes,False,5,2018,1983,tea,False
18740,Wheaton,IL,female,unempolyed,no,True,1,2018,1974,tea,False
18741,Schaumburg,IL,male,full-time,yes,True,12,2018,1980,tea,False
18742,Romeoville,IL,female,unempolyed,yes,True,12,2019,1993,coffee,False
18743,Palatine,IL,female,full-time,yes,True,1,2019,1982,coffee,False
18744,Streamwood,IL,female,full-time,no,False,4,2019,1987,wine,False
18745,Batavia,IL,female,unempolyed,yes,True,11,2019,1992,coffee,False
18746,Elgin,IL,female,retired,yes,True,1,2019,1988,wine,False
18747,Wheaton,IL,male,unempolyed,yes,True,9,2018,1981,coffee,False
18748,Oswego,IL,female,full-time,yes,True,7,2018,1981,coffee,False
18749,Aurora,IL,female,part-time,no,True,9,2019,1987,wine,False
18750,Chicago,IL,male,full-time,yes,False,6,2018,1976,beer,False
18751,Oswego,IL,female,full-time,no,True,6,2018,1977,coffee,False
18752,Minooka,IL,female,student,yes,True,2,2019,1995,coffee,True
18753,Minooka,IL,male,full-time,no,False,6,2018,1975,soda,False
18754,Naperville,IL,female,full-time,yes,True,7,2019,1993,coffee,False
18755,West Dundee,IL,male,full-time,yes,True,5,2019,1989,coffee,False
18756,Romeoville,IL,female,part-time,no,True,1,2019,1981,tea,False
18757,Inverness,IL,female,unempolyed,yes,True,8,2019,1991,coffee,False
18758,Barrington,IL,female,student,yes,True,4,2019,1988,coffee,False
18759,Minooka,IL,male,full-time,yes,True,5,2018,1974,wine,False
18760,West Chicago,IL,male,full-time,yes,True,9,2018,1976,coffee,False
18761,Carol Stream,IL,female,student,yes,True,6,2018,1986,tea,False
18762,Barrington,IL,female,unempolyed,i don't know,True,7,2019,1992,coffee,False
18763,West Chicago,IL,male,unempolyed,yes,True,10,2018,1976,coffee,False
18764,Mokena,IL,female,full-time,no,True,8,2019,1988,coffee,False
18765,Glen Ellyn,IL,female,full-time,no,True,6,2018,1971,coffee,False
18766,Plainfield,IL,female,full-time,yes,True,12,2019,1990,wine,False
18767,Streamwood,IL,female,full-time,yes,True,10,2019,1988,coffee,True
18768,Barrington,IL,female,full-time,yes,True,7,2018,1980,coffee,False
18769,Chicago,IL,female,full-time,yes,True,8,2018,1979,soda,False
18770,Streamwood,IL,female,full-time,yes,True,3,2018,1981,tea,False
18771,Glen Ellyn,IL,female,student,yes,True,2,2018,1985,wine,False
18772,Carol Stream,IL,male,full-time,i don't know,True,1,2019,1986,coffee,False
18774,Schaumburg,IL,female,unempolyed,yes,True,4,2018,1978,coffee,False
18775,Elgin,IL,male,full-time,yes,False,9,2018,1982,beer,False
18776,Hoffman Estates,IL,female,full-time,yes,True,12,2018,1990,soda,False
18777,West Dundee,IL,female,unempolyed,yes,True,12,2018,1978,wine,False
18778,St. Charles,IL,female,student,no,False,4,2019,1994,coffee,False
18779,Chicago,IL,female,full-time,yes,True,6,2018,1981,coffee,False
18780,Willowbrook,IL,male,unempolyed,no,True,2,2019,1994,coffee,False
18781,Deer Park,IL,female,full-time,yes,True,5,2018,1982,coffee,False
18782,Mokena,IL,female,full-time,yes,True,9,2019,1994,tea,False
18783,West Chicago,IL,female,full-time,yes,False,2,2019,1987,coffee,False
18784,Warrenville,IL,female,full-time,no,True,4,2018,1975,coffee,False
18785,St. Charles,IL,male,retired,yes,True,7,2019,1989,tea,False
18786,Palatine,IL,male,full-time,yes,False,4,2018,1978,beer,False
18787,Inverness,IL,male,full-time,i don't know,True,11,2018,1968,coffee,False
18788,Glen Ellyn,IL,female,full-time,yes,True,9,2018,1976,wine,False
18789,Inverness,IL,male,unempolyed,yes,True,10,2019,1991,tea,False
18790,West Dundee,IL,female,student,no,True,5,2019,1995,coffee,False
18791,Plainfield,IL,female,student,no,True,10,2019,1987,coffee,True
18792,Mokena,IL,female,full-time,yes,True,7,2019,1992,wine,False
18793,Algonquin,IL,male,full-time,yes,True,12,2018,1977,coffee,False
18794,Schaumburg,IL,female,part-time,yes,True,7,2019,1985,wine,True
18795,West Chicago,IL,male,student,no,False,9,2019,1991,soda,False
18796,Chicago,IL,male,student,no,True,6,2019,1997,coffee,False
18797,Inverness,IL,male,unempolyed,yes,True,4,2019,1989,coffee,False
18798,Deer Park,IL,male,full-time,no,True,8,2018,1976,beer,False
18799,Romeoville,IL,female,full-time,yes,True,6,2018,1974,coffee,False
18800,West Chicago,IL,female,full-time,no,True,2,2019,1991,coffee,False
18801,West Dundee,IL,female,part-time,yes,True,1,2018,1980,coffee,False
18802,Naperville,IL,male,full-time,yes,True,12,2018,1979,soda,False
18803,Algonquin,IL,male,full-time,yes,True,7,2019,1985,coffee,False
18804,West Chicago,IL,male,unempolyed,yes,True,12,2019,1985,coffee,False
18805,Palatine,IL,female,part-time,yes,True,5,2018,1978,coffee,False
18806,Chicago,IL,female,retired,yes,False,6,2018,1983,coffee,False
18807,Aurora,IL,female,full-time,yes,True,8,2019,1981,wine,False
18808,Barrington,IL,female,student,yes,True,7,2019,1989,wine,False
18809,Hoffman Estates,IL,female,unempolyed,yes,True,1,2018,1972,coffee,False
18810,Oswego,IL,male,unempolyed,yes,True,7,2019,1989,soda,False
18811,Chicago,IL,female,unempolyed,yes,False,12,2019,1990,coffee,False
18812,Deer Park,IL,male,full-time,no,True,2,2018,1983,beer,False
18813,West Chicago,IL,female,part-time,no,True,8,2018,1979,coffee,False
18814,Wheaton,IL,male,full-time,yes,True,6,2019,1986,beer,False
18815,Batavia,IL,male,retired,yes,True,4,2018,1978,coffee,False
18816,Inverness,IL,female,full-time,no,True,5,2018,1980,coffee,False
18817,West Dundee,IL,male,student,yes,True,8,2019,1988,beer,False
18818,Hoffman Estates,IL,female,student,no,True,9,2019,1992,wine,False
18819,Plainfield,IL,male,student,i don't know,True,10,2019,1984,beer,False
18820,Romeoville,IL,male,full-time,yes,True,6,2018,1980,beer,False
18821,Aurora,IL,male,part-time,yes,True,6,2019,1987,coffee,False
18822,Schaumburg,IL,female,full-time,yes,True,6,2019,1981,wine,False
18823,Glen Ellyn,IL,male,full-time,yes,True,3,2018,1972,coffee,False
18824,Oswego,IL,male,student,no,True,11,2018,1990,beer,False
18825,Oswego,IL,male,full-time,no,True,7,2018,1978,beer,False
18826,Plainfield,IL,female,unempolyed,yes,True,5,2018,1976,coffee,False
18827,Algonquin,IL,male,student,yes,True,2,2019,1987,beer,False
18828,Willowbrook,IL,male,unempolyed,yes,True,11,2019,1985,soda,False
18829,Batavia,IL,female,part-time,no,True,4,2018,1975,coffee,False
18830,Plainfield,IL,male,unempolyed,yes,True,7,2019,1990,beer,False
18831,Elgin,IL,male,student,i don't know,True,6,2019,1993,beer,False
18832,Chicago,IL,male,full-time,yes,False,6,2018,1986,soda,False
18833,Algonquin,IL,female,full-time,no,True,3,2018,1978,tea,False
18834,Schaumburg,IL,male,part-time,yes,True,6,2018,1975,beer,False
18835,Inverness,IL,male,full-time,yes,True,7,2019,1986,beer,False
18836,West Dundee,IL,female,unempolyed,yes,True,10,2019,1988,tea,False
18837,Willowbrook,IL,female,full-time,yes,True,6,2018,1980,wine,False
18838,Wheaton,IL,female,part-time,yes,True,4,2018,1968,soda,False
18839,Minooka,IL,female,unempolyed,yes,False,4,2019,1991,coffee,False
18840,Hoffman Estates,IL,female,retired,yes,True,9,2019,1984,tea,False
18841,Algonquin,IL,female,student,no,True,7,2019,1995,tea,False
18842,St. Charles,IL,female,full-time,no,True,8,2018,1976,coffee,False
18843,Willowbrook,IL,male,retired,yes,True,9,2018,1976,coffee,False
18844,Palatine,IL,male,unempolyed,yes,True,3,2019,1994,coffee,False
18845,Palatine,IL,male,full-time,no,True,8,2018,1987,coffee,False
18846,Hoffman Estates,IL,female,student,yes,True,2,2019,1990,coffee,False
18847,Palatine,IL,male,student,no,True,8,2019,1994,tea,False
18848,Deer Park,IL,male,full-time,yes,True,2,2018,1974,soda,False
18849,Inverness,IL,male,full-time,yes,True,9,2018,1973,coffee,False
18850,Bolingbrook,IL,female,full-time,yes,True,7,2018,1977,wine,False
18851,Hoffman Estates,IL,female,full-time,yes,False,10,2018,1979,wine,False
18852,St. Charles,IL,female,unempolyed,yes,True,5,2019,1987,wine,False
18853,Hoffman Estates,IL,male,unempolyed,yes,True,10,2018,1983,soda,False
18854,Naperville,IL,male,student,yes,True,1,2019,1987,tea,False
18855,Batavia,IL,male,full-time,yes,True,7,2019,1992,coffee,False
18856,West Dundee,IL,female,unempolyed,yes,True,5,2018,1976,wine,False
18857,Inverness,IL,male,full-time,no,True,2,2018,1974,coffee,False
18858,Naperville,IL,male,unempolyed,yes,True,8,2019,1994,coffee,False
18859,Deer Park,IL,male,full-time,no,True,8,2018,1975,beer,False
18861,Warrenville,IL,male,student,yes,True,5,2019,1988,wine,False
18862,Elgin,IL,female,full-time,yes,True,8,2018,1975,coffee,False
18863,Naperville,IL,male,student,no,True,7,2019,1987,beer,False
18864,Minooka,IL,female,part-time,no,True,9,2018,1975,tea,False
18865,Mokena,IL,male,part-time,no,True,11,2018,1985,coffee,False
18867,Glen Ellyn,IL,male,full-time,yes,True,3,2018,1975,soda,False
18868,Hoffman Estates,IL,male,unempolyed,yes,True,4,2019,1991,beer,False
18869,Wheaton,IL,female,student,no,True,8,2019,1993,coffee,False
18870,Algonquin,IL,female,full-time,yes,True,6,2019,1992,coffee,False
18871,Romeoville,IL,female,part-time,yes,True,5,2019,1990,wine,False
18872,Deer Park,IL,female,full-time,yes,True,5,2018,1975,wine,False
18873,Romeoville,IL,female,full-time,yes,True,1,2018,1973,tea,False
18874,Romeoville,IL,female,student,yes,True,5,2019,1994,soda,False
18875,Oswego,IL,male,unempolyed,yes,True,6,2019,1986,coffee,False
18876,St. Charles,IL,female,full-time,yes,True,11,2019,1991,coffee,False
18877,Deer Park,IL,male,unempolyed,yes,True,10,2018,1980,coffee,False
18878,Glen Ellyn,IL,female,retired,yes,True,6,2018,1970,coffee,False
18879,Barrington,IL,female,full-time,yes,False,8,2019,1990,wine,False
18880,Palatine,IL,female,full-time,no,False,10,2018,1979,coffee,False
18881,Deer Park,IL,male,unempolyed,yes,False,4,2019,1989,coffee,False
18882,Plainfield,IL,female,full-time,yes,True,5,2019,1982,coffee,False
18883,Plainfield,IL,female,unempolyed,i don't know,True,10,2018,1981,coffee,False
18884,Algonquin,IL,male,unempolyed,yes,True,8,2019,1989,tea,False
18885,Streamwood,IL,female,full-time,yes,True,6,2018,1977,coffee,False
18886,Schaumburg,IL,male,unempolyed,yes,True,7,2019,1992,coffee,False
18887,Deer Park,IL,female,unempolyed,yes,True,6,2018,1986,coffee,False
18888,Aurora,IL,female,full-time,yes,False,3,2018,1978,coffee,False
18889,Streamwood,IL,female,student,yes,True,12,2018,1984,tea,False
18890,Algonquin,IL,male,full-time,no,True,3,2019,1987,beer,False
18891,St. Charles,IL,female,retired,yes,True,2,2018,1977,coffee,False
18892,Carol Stream,IL,female,unempolyed,no,True,11,2019,1989,coffee,False
18893,Streamwood,IL,female,part-time,yes,False,1,2018,1979,wine,False
18894,Plainfield,IL,male,full-time,yes,True,4,2019,1993,coffee,False
18895,Hoffman Estates,IL,female,full-time,no,True,11,2019,1990,coffee,True
18896,Glen Ellyn,IL,female,full-time,yes,True,6,2018,1983,coffee,False
18897,Deer Park,IL,male,full-time,yes,False,9,2018,1986,soda,False
18898,Oswego,IL,female,unempolyed,yes,True,6,2019,1996,coffee,False
18899,Glen Ellyn,IL,male,full-time,no,True,11,2019,1983,coffee,False
18900,Carol Stream,IL,female,full-time,no,True,2,2019,1988,coffee,False
18901,Inverness,IL,female,full-time,yes,True,4,2018,1975,wine,False
18902,Hoffman Estates,IL,male,unempolyed,no,True,2,2019,1988,beer,False
18903,Oswego,IL,female,unempolyed,yes,True,8,2019,1991,wine,False
18904,West Dundee,IL,male,student,no,True,10,2019,1994,coffee,False
18905,Naperville,IL,male,full-time,yes,True,3,2018,1977,coffee,False
18906,Willowbrook,IL,female,full-time,yes,False,3,2018,1979,coffee,False
18907,Hoffman Estates,IL,male,student,yes,True,5,2019,1992,coffee,False
18908,Mokena,IL,female,full-time,yes,False,9,2019,1980,tea,False
18909,Plainfield,IL,male,full-time,no,True,2,2019,1984,beer,False
18910,Schaumburg,IL,female,full-time,yes,True,5,2018,1982,wine,False
18911,Elgin,IL,male,full-time,no,True,3,2019,1995,coffee,False
18913,Inverness,IL,female,full-time,yes,True,1,2019,1987,tea,False
18914,Romeoville,IL,male,part-time,yes,True,3,2019,1988,coffee,False
18915,Schaumburg,IL,male,full-time,i don't know,False,12,2018,1982,coffee,False
18916,St. Charles,IL,female,unempolyed,no,True,10,2018,1977,tea,False
18917,Mokena,IL,female,full-time,yes,True,11,2018,1975,tea,False
18918,Hoffman Estates,IL,female,unempolyed,no,True,10,2019,1988,tea,False
18919,Algonquin,IL,female,part-time,yes,False,1,2018,1977,soda,False
18920,Willowbrook,IL,female,unempolyed,yes,True,11,2019,1994,wine,False
18921,Inverness,IL,female,part-time,yes,True,3,2018,1978,coffee,False
18922,Chicago,IL,male,part-time,no,True,4,2018,1973,beer,False
18923,Inverness,IL,female,full-time,yes,True,4,2018,1980,tea,False
18924,Bolingbrook,IL,female,full-time,yes,True,11,2018,1968,coffee,False
18926,Inverness,IL,female,full-time,no,True,10,2018,1978,tea,False
18927,Algonquin,IL,male,unempolyed,no,True,4,2018,1975,coffee,False
18928,Wheaton,IL,male,unempolyed,yes,False,8,2018,1979,tea,False
18929,Oswego,IL,female,part-time,no,True,4,2018,1980,coffee,False
18930,St. Charles,IL,male,part-time,yes,True,12,2018,1973,beer,False
18931,Batavia,IL,female,full-time,no,False,8,2019,1994,coffee,False
18932,Naperville,IL,female,full-time,yes,True,2,2018,1979,wine,False
18933,Mokena,IL,male,unempolyed,no,True,11,2019,1994,coffee,False
18934,Wheaton,IL,female,full-time,no,True,5,2018,1985,coffee,False
18935,Aurora,IL,female,retired,yes,True,10,2019,1989,soda,True
18936,Elgin,IL,female,retired,yes,True,5,2019,1987,coffee,False
18937,Schaumburg,IL,female,student,yes,True,8,2019,1992,tea,True
18938,West Dundee,IL,female,unempolyed,yes,True,8,2019,1986,tea,False
18939,Bolingbrook,IL,female,unempolyed,yes,True,2,2018,1985,tea,False
18940,West Dundee,IL,female,part-time,no,False,7,2019,1986,tea,False
18941,Chicago,IL,male,full-time,no,False,8,2018,1975,tea,False
18942,Naperville,IL,female,part-time,no,True,10,2018,1964,coffee,False
